Instance,Submission Date,Submitter,Lat,Long,UniqueCode,District,14273350|Interviewee,School_Name,14273351|What kind of public institution is this?,Category,Type,14283355|Photo of Water Point,Improved_Water,14274381|What is the type of the water point/system?,14282353|What is the type of the water point?,14276355|Does the public institution have its own water point or does it share one with the community?,14274384|How many student/patients/patrons/staff use this water point/system?,14281365|Do any other community members use this water point/system?,14279375|How many additional community members use this water point/system?,14278375|What year was the water point/system constructed or rehabilitated?,14286350|Is the water point part of a Water For People supported project?,14275349|What role did Water For People play?,Enough_Water,14282355|Why doesn't the source provide enough water every day?,14283361|What months are there shortages?,14286354|How many hours a day is water available?,14277350|Is any water treatment done at the water point/system?,14280335|What water treatment is being done?,14282359|Has the water system been down for more than 1 day in the last 30 days (except for routine maintenance)?,14281370|How many days did it take to get it repaired?,14276364|Why was the system down for more than 1 day?,14273360|Have any major repairs been completed on the point/system in the past year?,14274390|What was repaired/replaced?,14275352|How much did the repairs cost?,14273361|Are there any current problems with the system that require attention?,14284364|What is the current problem?,14285366|Is water available from the system on the day of the visit?,14282364|Why isn't water available from the system on the day of the visit?,14276370|Was the Residual Chlorine within the permissible limit?,14285370|Residual Chlorine,14286366|Does the quantity of water available on the day of the visit meet government standards?,14237503|Why is there an inadequate amount of water?,14280345|Where does the money come from to operate and maintain the water point/system?,14281378|Photo of Sanitation Technology,14274397|Does the public institution have an improved sanitation facility?,14281379|What is the type of the improved sanitation technology?,14278388|What type of unimproved sanitation does the public institution use?,14273370|In what year was the sanitation technology implemented?,14278389|How many latrines are there for girls?,14276373|How many urinals are there for girls?,14237506|How many latrines are there for boys?,14273371|How many urinals are there for boys?,14281380|How many unisex latrines are there?,14279392|Is there evidence that the latrines are being used?,Funtioning_Optimally,14275367|What are the current problems?,Clean,Water_available,Soap_Available,14286373|When do you wash your hands with soap or other cleansing agent?,14281382|Is this a secondary school?,14284374|Is there any changing room attached with the sanitation block?,14286375|Is there any incinerator attached with the changing room?,Sanitary_Napkin,14274402|Is there utensil washing station available?,14277363|Is there any bathing enclosure in the toilet block or school?
20721910,05-08-2011 18:47:53 UTC,samaresh,21.67382326,88.11586402,rnojt286,South 24 Parganas,Swami Sekhadananda,Manasadwip RK Misson High School,School,Boys,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2547651703068.jpg,Yes,Mark II,,Has its own water point/system,840,No,,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,NA,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2582784485051.jpg,Yes,Improved Pit Latrine,,1985,0,0,4,8,0,Yes,No,,Yes,Yes,Yes,After Defecating|Before Eating,Yes,No,No,,Yes,Yes
20631942,06-09-2013 12:23:25 UTC,null,21.70450957,88.36852093,rp3af04l,South 24 Parganas,Bimal dinda,Gobindapur Jn.Basic School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3017325745118.jpg,Yes,Mark II,,Shares the community water point/system,150,Yes,80,2008,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,Has no funds for operation and maintenance,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3051157196533.jpg,Yes,Pour Flush Latrine,,2010,1,1,1,2,0,Yes,Yes,Structural Problems,No,No,No,After Defecating|Before Eating,No,,,,No,
20626439,11-09-2013 05:59:26 UTC,ss sagar samir maity,21.7263871,88.11420821,rq3h3drq,South 24 Parganas,sandipan barik,purba rudranagar f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1281758239858.jpg,Yes,Mark II,,Shares the community water point/system,103,Yes,200,2002,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1213922943227.jpg,Yes,Improved Pit Latrine,,2008,1,1,0,1,0,Yes,Yes,No Water to Flush Latrine,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
19692402,22-08-2013 07:59:42 UTC,Gurupada. Sabuj Sangha,21.9077602,88.33532805,ryffzpuh,South 24 Parganas,Puspasri Patra,Purnachandrapur Srigouranga F.P.S.,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2327571686114.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,60,Yes,100,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2228377197589.jpg,Yes,Improved Pit Latrine,,2001,1,1,1,1,0,Yes,No,,Yes,No,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,Don't Know,
20634106,06-09-2013 12:42:35 UTC,SSDC-SRIDHAR,21.70723081,88.36896735,rp7syca1,South 24 Parganas,Shibani Patra,Gobindapur abad Bipinbihari Sikshanikatan Highschool,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3810420227538.jpg,Yes,Mark II,,Shares the community water point/system,765,Yes,150,2006,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3892392670166.jpg,Yes,VIP,,2010,3,5,3,5,0,Yes,Yes,Extensan Must,No,Yes,Yes,After Defecating|Before Eating,Yes,Yes,Yes,Yes,Don't Know,Yes
20699712,06-01-1980 00:10:45 UTC,null,23.06503899,88.60696278,tflcv0mt,Nadia,SURAJIT MAHATO,SAHISPUR KIRANBALA VIDYAMANDIR,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto702081036967.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,752,Yes,30,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto967719495214.jpg,Yes,Pour Flush Latrine,,2012,2,4,1,8,0,Yes,No,,No,No,No,After Cleaning a Baby's Bottom,Yes,No,No,No,No,No
19501049,21-08-2013 10:14:37 UTC,Denise Kahofer  Xylem,21.74352649,87.77703598,rqvtka16,East Medinipur,Ekkari Mahapatra,Majilapur Birendra Vidyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3590746123874.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1640,Yes,500,2012,Yes,Technical Advice|Software/Capacity Building/Training,Yes,,,,Yes,Chlorination,No,,,Yes,Lower the pump,1600,No,,Yes,,Yes,0,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3695827910983.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2012,2,6,2,9,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating|After dealing with dirty things,Yes,Yes,Don't Know,Yes,Yes,No
20708287,03-09-2013 12:43:49 UTC,null,22.99031397,88.76455737,tc5s85r1,North 24 Parganas,Sanjay kr. Ghosh,Uttar Fulsara High School,School,Co-education,Non-Primary,,Yes,Ph8 handpump with AMAL filter,,Has its own water point/system,399,No,,2013,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,,Yes,Pour  Flush Toilet with Septic Tank,,2013,1,3,3,9,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,No
20162794,24-08-2013 04:15:03 UTC,Gurupada. Sabuj Sangha,21.91434217,88.31698346,ryqbqxr5,South 24 Parganas,Swarup Halder,Srinarayanpur F.P.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto768410583505.jpg,Yes,Mark II,,Has its own water point/system,165,Yes,75,1990,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto934998382576.jpg,Yes,Improved Pit Latrine,,2010,1,1,1,1,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20618964,04-09-2013 14:11:33 UTC,SSDC-SRIDHAR,21.80121949,88.32516098,rtj8a35f,South 24 Parganas,Labanya Ghorai,Dk.Gopalnagar Durgeskumar F.P.School,School,Boys,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto10068765506341.jpg,Yes,Mark II,,Shares the community water point/system,127,Yes,290,2009,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto10126777713372.jpg,Yes,Improved Pit Latrine,,2013,1,3,1,3,0,Yes,No,,No,No,No,After Defecating|Before Cooking|Before Eating,No,,,,No,
20108435,12-09-2013 07:32:42 UTC,Manikjore,21.96413686,87.65159059,s10o41lv,East Medinipur,Nitai Charan Adak.,Jabda Vidyasagar Vidyapith.,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto15435904099007.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,645,No,,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto15886773727947.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2005,1,2,1,5,0,Yes,Yes,Structural Problems,No,No,No,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,No,No,No,No,No
20230750,03-09-2013 06:01:31 UTC,Panchanan. Sabuj Sangha,21.99103197,88.3078271,s295o7ye,South 24 Parganas,eesuf  Ali  saho,Malaya  High  School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto549336212161.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,810,Yes,150,2004,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,No,o,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto640168548593.jpg,Yes,Improved Pit Latrine,,2006,1,1,1,1,2,No,Yes,No Water to Flush Latrine,Yes,Yes,Yes,Before Cooking|Before Eating,Yes,Yes,No,Yes,No,Yes
39750381,27-01-2014 06:55:30 UTC,Sarboday-Sutahata,22.13155207,88.09714269,s8pjvax7,East Medinipur,Amit Kumar Sardar,Raghunathpur Jr High School,School,Co-education,Non-Primary,,No,,Pond,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,,No,,Open Defecation,,,,,,,,,,,,,Before Eating,,,,,No,
20704423,23-09-2013 07:58:45 UTC,BESUS,23.05281377,88.6510183,tf15bbqm,Nadia,Raghunath Biswas,Hingnara Anchal Public Institution,School,Co-education,Non-Primary,,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1773,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,Yes,Reborring,25000,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,,Yes,Pour  Flush Toilet with Septic Tank,,2008,2,12,2,12,0,Yes,Yes,cisturn is broken,No,Yes,No,After Defecating|After Eating|Before Eating|After Handling Livestock,No,,,,Yes,
20110071,29-08-2013 09:26:28 UTC,SARBODAY SANGHA,21.8619989,87.93036244,rwbqymx3,East Medinipur,Kalyani Barman,Khejuri Adarsha Balika Vidyapith,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4729478619886.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1089,No,,2009,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4707144727065.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,3,7,0,0,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,Yes
39780261,27-01-2014 07:10:43 UTC,Samarjit Ghosh,22.10391787,88.11542808,s7fu970i,East Medinipur,Sukumar Mondal,Anantapur Deshapran Jatiya Vidyamandir,School,,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3546167999998.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,801,No,,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3483774231450.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,2,7,1,11,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20297299,14-09-2013 07:43:46 UTC,SSDC-DEBASIS,21.75303694,88.4223561,rrbjrnb3,South 24 Parganas,Monamohan Maity,Gangamoyee F.P.School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto8188752119398.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,100,Yes,250,2002,No,,Yes,,,,Yes,Chlorination,No,,,Yes,Pipe Reparing,2000,Yes,Poor Water Quality|Low Water Flow,Yes,,Not Applicable,,No,Irregular Supply,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto8327137312269.jpg,Yes,Pour Flush Latrine,,2009,1,2,1,2,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,Yes,No,Yes,After Defecating|Before Eating,Yes,Yes,Yes,No,Yes,Yes
20237533,30-08-2013 09:36:22 UTC,Panchanan. Sabuj Sangha,21.94431645,88.32199437,s03w31sj,South 24 Parganas,Santanu  Maity,Durgachak  Fp  School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto992778656026.jpg,Yes,Mark II,,Has its own water point/system,55,Yes,150,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,No,O,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1131009277377.jpg,Yes,Improved Pit Latrine,,2010,1,1,1,1,0,No,Yes,No Water to Flush Latrine,No,Yes,Yes,After Eating,No,,,,Yes,
20194830,24-08-2013 03:58:43 UTC,Ashok. Sabuj Sangha,21.89767063,88.43490609,rxyr9d8d,South 24 Parganas,Sasank Das,P.D.P.Bidhasagar palli F .P .School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto421475402834.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,95,No,,2011,No,,Yes,,,,No,,No,,,No,,,Yes,Poor Water Quality|Low Water Flow,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto714689636233.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2013,1,2,1,2,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20230898,08-05-2011 12:47:13 UTC,Council For Rural Welfare,21.76620627,87.68507362,rrxbvdbm,East Medinipur,Sk Naoshad,Majna High Madrasah,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto202389038090.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,312,No,,2013,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto132931243900.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2013,1,3,1,4,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20626460,12-09-2013 05:33:50 UTC,ss sagar samir maity,21.86236993,88.12822993,rwcczptu,South 24 Parganas,shravani dhanj,fhulbari sitala high school,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto31827206764170.jpg,Yes,Mark II,,Has its own water point/system,887,Yes,60,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto30636179267777.jpg,Yes,Improved Pit Latrine,,2011,3,4,3,4,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,No,Yes
20247001,13-09-2013 11:16:06 UTC,NAIHATI PROLIFE,22.81065593,88.61826562,t3wnqeau,North 24 Parganas,Abdul Rauf Dafadar,Khoshdelpur High Madrasah,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto7315410750122.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1066,No,,2013,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto7404927962035.jpg,Yes,Flush Toilet,,2013,3,7,3,5,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,No
20055567,14-09-2013 04:37:37 UTC,Manikjore,21.97249154,87.5858585,s1ehuetu,East Medinipur,Susanta Kumar Manna.,Tikrapara Ambikamoyee High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1260079999504.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1175,No,,2009,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1211250714837.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2006,2,3,3,5,0,Yes,Yes,Structural Problems,No,No,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,No,No,No,No,No
20705561,14-09-2013 06:39:28 UTC,BESUS,23.10586175,88.60129986,thgvrvjw,Nadia,SAMARENDRA NATH SEAL,DUBRA KALIPADA VIDYAMANDIR,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto795248913711.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1200,Yes,50,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto553144574113.jpg,Yes,Pour Flush Latrine,,2009,2,6,2,4,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20252301,20-09-2013 11:14:01 UTC,null,21.84258276,88.4066691,rvfncdeq,South 24 Parganas,Shankar Barman,Kumarpur F.P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2109627319525.jpg,Yes,PHE 6 Handpump,,Shares the community water point/system,110,Yes,400,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training,Yes,,,,Yes,Cylinder Settig,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Watsan Commity,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2020675567816.jpg,Yes,Improved Pit Latrine|Pour  Flush Toilet with Septic Tank,,2005,1,1,1,1,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,No,,,,No,
20109065,23-08-2013 07:52:37 UTC,null,21.95862334,87.83666448,s0rk28pq,East Medinipur,Shefali Jana,Tikashi Kshirod Ch. Balika Vidyalaya,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto912489178564.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,165,No,,2013,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto879592541597.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2013,2,2,0,0,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,Yes
20109161,05-09-2013 10:21:18 UTC,SARBODAY SANGHA,21.9701311,87.80190906,s1alc5qb,East Medinipur,Chandan Kr.Jana,Heria Shiba Prashad Institution,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4304912732326.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1650,No,,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto5125659039697.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2011,2,5,5,15,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,No,Yes
20220916,05-09-2013 07:59:27 UTC,Ashok. Sabuj Sangha,21.81509607,88.42113,ru66nrjn,South 24 Parganas,Rabin Kahtua,Rabindranagar Rabindra pally F P school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto848118560801.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,35,No,,2009,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto690472106943.jpg,Yes,Pour Flush Latrine,,2007,1,1,1,1,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking,No,,,,No,
20702374,06-09-2013 08:56:51 UTC,BESUS,22.98097457,88.6759471,tbqc5a1z,North 24 Parganas,Ajanta Bishu-Dutta,Chowberia Annadasundary Mitra Balika  Vidyalaya,School,Girls,Non-Primary,,Yes,Ph8 handpump with AMAL filter,,Has its own water point/system,728,No,,2009,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,,Yes,Pour Flush Latrine,,2009,6,11,0,0,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,No,,,,Yes,
20704434,30-09-2013 11:23:50 UTC,BESUS,23.04521052,88.50392575,teoktuun,Nadia,SUBROTO KUMAR BISWAS,RAJARMATH RKA HIGH SCHOOL,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2041979414168.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1200,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2131139753527.jpg,Yes,Pour Flush Latrine,,2009,2,2,3,13,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,No,No
20333814,07-09-2013 10:02:47 UTC,null,23.22146803,88.61296032,tms2asq9,Nadia,Chittoranjan Biswas,Panchberia High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto829993725685.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,836,No,,2011,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto921235608010.jpg,Yes,Flush Toilet|Other EcoSan Latrine,,2011,3,4,4,8,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,No
19504110,21-08-2013 16:08:26 UTC,Bill,21.98864158,87.76526884,s257di6s,East Medinipur,Amal Kumar Seth,Bahadurpur Desha Pran Siksha Niketan,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto55294780585447.jpg,Yes,Gravity Fed System with Pump,,Shares the community water point/system,875,Yes,100,2012,Yes,Technical Advice|Software/Capacity Building/Training|Finance|inspection,Yes,,,,Yes,Chlorination|alam purifying tablet,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto56141827826661.jpg,Yes,Pour Flush Latrine,,2012,2,3,2,6,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20233709,22-04-2011 15:08:05 UTC,Test,21.75731251,87.73042712,rriml0vs,East Medinipur,Manishi Ranjan Giri,Kulaipadima High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto770765350344.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,423,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2012,1,4,1,4,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20740146,05-08-2011 19:47:12 UTC,samaresh,21.6612853,88.11710461,rn3t7hn7,South 24 Parganas,Debasree Basu,Dhablat Lakshman parabesh HS,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6136435760924.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,2050,No,,1998,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6085595581480.jpg,Yes,Improved Pit Latrine,,2011,5,4,3,6,0,Yes,No,,Yes,Yes,Yes,After Defecating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20482642,07-01-1980 07:49:48 UTC,SSDC-SUDIPTA,21.81577132,88.38363959,ru7b58e4,South 24 Parganas,Nimaicharan Das,Dakshin Mahendra pur SB High School,School|Water Line,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3866478868960.jpg,Yes,Force lift Pump,,Has its own water point/system,1467,No,,2009,Yes,Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4457505571841.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,850,850,615,615,1467,Yes,No,,Yes,Yes,Yes,After Eating,Yes,No,No,Yes,Yes,Yes
20107072,24-08-2013 08:37:30 UTC,null,21.89052343,87.91212442,rxmxkbo1,East Medinipur,Sankar Bhunia,Kartick Khali S.A. Siksha Niketan,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto284872174170.jpg,No,,Mark II,,,,,,,,,,,,,,,,,,,,,,,,Not Applicable,,,,,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto78244458104.jpg,No,,Unimproved Pit Latrine,,,,,,,,,,,,,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,,,,,No,
