Instance,Submission Date,Submitter,Lat,Long,UniqueCode,District,14273350|Interviewee,School_Name,14273351|What kind of public institution is this?,Category,Type,14283355|Photo of Water Point,Improved_Water,14274381|What is the type of the water point/system?,14282353|What is the type of the water point?,14276355|Does the public institution have its own water point or does it share one with the community?,14274384|How many student/patients/patrons/staff use this water point/system?,14281365|Do any other community members use this water point/system?,14279375|How many additional community members use this water point/system?,14278375|What year was the water point/system constructed or rehabilitated?,14286350|Is the water point part of a Water For People supported project?,14275349|What role did Water For People play?,Enough_Water,14282355|Why doesn't the source provide enough water every day?,14283361|What months are there shortages?,14286354|How many hours a day is water available?,14277350|Is any water treatment done at the water point/system?,14280335|What water treatment is being done?,14282359|Has the water system been down for more than 1 day in the last 30 days (except for routine maintenance)?,14281370|How many days did it take to get it repaired?,14276364|Why was the system down for more than 1 day?,14273360|Have any major repairs been completed on the point/system in the past year?,14274390|What was repaired/replaced?,14275352|How much did the repairs cost?,14273361|Are there any current problems with the system that require attention?,14284364|What is the current problem?,14285366|Is water available from the system on the day of the visit?,14282364|Why isn't water available from the system on the day of the visit?,14276370|Was the Residual Chlorine within the permissible limit?,14285370|Residual Chlorine,14286366|Does the quantity of water available on the day of the visit meet government standards?,14237503|Why is there an inadequate amount of water?,14280345|Where does the money come from to operate and maintain the water point/system?,14281378|Photo of Sanitation Technology,14274397|Does the public institution have an improved sanitation facility?,14281379|What is the type of the improved sanitation technology?,14278388|What type of unimproved sanitation does the public institution use?,14273370|In what year was the sanitation technology implemented?,14278389|How many latrines are there for girls?,14276373|How many urinals are there for girls?,14237506|How many latrines are there for boys?,14273371|How many urinals are there for boys?,14281380|How many unisex latrines are there?,14279392|Is there evidence that the latrines are being used?,Funtioning_Optimally,14275367|What are the current problems?,Clean,Water_available,Soap_Available,14286373|When do you wash your hands with soap or other cleansing agent?,14281382|Is this a secondary school?,14284374|Is there any changing room attached with the sanitation block?,14286375|Is there any incinerator attached with the changing room?,Sanitary_Napkin,14274402|Is there utensil washing station available?,14277363|Is there any bathing enclosure in the toilet block or school?
20220162,23-08-2013 06:49:11 UTC,null,21.89202269,88.31970044,rxpevfjx,South 24 Parganas,Sudipa Das,Taranagar F.P.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto466758697513.jpg,Yes,Tarapump,,Has its own water point/system,118,Yes,25,2001,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto623379119876.jpg,Yes,Improved Pit Latrine,,2011,1,1,1,1,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
19748878,03-09-2013 06:32:26 UTC,sampath,21.80336089,88.29032592,rtmsa9xz,South 24 Parganas,Raghupati Mondal,Paschim surendranagar F P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto14510266674899.jpg,Yes,Mark II,,Has its own water point/system,182,Yes,200,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto14584046612641.jpg,Yes,Pour Flush Latrine,,2002,0,1,0,1,0,Yes,No,,No,No,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,Yes,
20632084,13-09-2013 09:07:58 UTC,ss sagar samir maity,21.75416772,88.10227271,rrdf1k72,South 24 Parganas,pijushkanti mandal,dakhsin khasramkar dwarikanath f.p.school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto496580596926.jpg,Yes,PHE 6 Handpump,,Shares the community water point/system,58,Yes,150,2006,No,,Yes,,,,No,,No,,,No,,,Yes,Broken Parts|Low Water Flow,Yes,,Not Applicable,,No,Long Down Times,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto717943664553.jpg,Yes,Improved Pit Latrine,,2012,1,1,1,1,0,Yes,No,,Yes,No,No,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20695290,14-08-2013 07:30:30 UTC,null,22.89240518,88.41460306,t7nuwz3m,North 24 Parganas,kankar sil,Joytara Kabiguru Vidyamondir,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1897575573962.jpg,Yes,Bore well with powerhouse,,Has its own water point/system,1050,No,,2013,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2104366009781.jpg,Yes,Pour  Flush Toilet with Septic Tank,,6201354,4,64,4,6,8,Yes,No,,Yes,Yes,No,After Defecating|After Eating,Yes,Yes,Yes,Yes,Yes,No
20702619,17-09-2013 07:30:04 UTC,BESUS,22.98102148,88.6559832,tbqf4fxb,Nadia,MADHUBANTI SARKAR,NIMTALA RAMESHCHANDRA GIRLS HIGH SCHOOL,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto503542584572.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,721,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto618316723980.jpg,Yes,Pour Flush Latrine|Flush Toilet,,1999,2,5,0,0,0,Yes,Yes,As the toilet block is not supported by WFP so it is in a very poor state and also not sufficient for all the girls,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,No,No,No,No,No
20695680,16-09-2013 06:56:54 UTC,null,22.89226752,88.69485193,t7nmkysk,North 24 Parganas,Asis Ghosh,Kalasima Swami Vivekananfa High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto14642105532458.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1703,No,,2012,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto14468204439928.jpg,Yes,Pour Flush Latrine,,2011,3,8,3,10,0,Yes,No,,Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,No
20116414,14-08-2013 07:46:11 UTC,Test,21.77570077,87.74967293,rsd1h6ig,East Medinipur,Putul Manna.,Mathura A. K. Girls School.,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2634634686625.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,250,No,,2012,No,,Yes,,,,No,,No,,,Yes,Submersible Change,10700,Yes,Poor Water Quality|Low Water Flow,No,Public Institution is Closed|Rationing|Seasonal Shortages|Power cut,Not Applicable,,,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto3873753796730.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2013,3,4,0,0,0,Yes,Yes,No Water to Flush Latrine,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20707787,10-09-2013 16:06:24 UTC,BESU,22.95320751,88.75767912,tagesjrs,North 24 Parganas,Ashoktaru Biswas,Chowgacha Model Academy,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto12666282229223.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,1053,No,,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto12218108950387.jpg,Yes,Pour Flush Latrine,,2011,2,7,2,8,0,Yes,Yes,Some parts broken in case of boys sanitary block,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20223904,31-08-2013 07:00:40 UTC,Ashok. Sabuj Sangha,21.83513842,88.4533392,rv3bsg39,South 24 Parganas,Asis Bera,Lakshmijanwrdan pur H S school,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1029621826184.jpg,Yes,Mark II,,Has its own water point/system,650,Yes,100,2009,No,,Yes,,,,No,,No,,,Yes,Cylinder change,2100,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1118968963636.jpg,Yes,Improved Pit Latrine|Composting Urine Diversion/Sky Loo,,2010,2,4,3,7,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,No,No,No,Yes,No
20222954,05-09-2013 09:45:58 UTC,null,21.82983675,88.42631841,ruuk8p9j,South 24 Parganas,Kalyan Barman,Kamdevpur S .B Milan Vydyapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1189669466070.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,1815,No,,2008,No,,Yes,,,,No,,No,,,Yes,Celender feting,4030,Yes,Poor Water Quality|Low Water Flow,Yes,,Not Applicable,,No,Long Down Times,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto371777435544.jpg,Yes,Improved Pit Latrine,,2008,2,2,4,4,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,No,No,No,No,No
20117601,14-09-2013 05:41:36 UTC,null,21.97249154,87.5858585,s1ehuetu,East Medinipur,Asish Kumar Mishra.,Barbatia High School.,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2295575056169.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,450,No,,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2318835889906.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2013,1,2,2,3,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,Yes
20453681,08-02-2011 21:09:01 UTC,test,21.69956147,88.14550521,rov4atkf,South 24 Parganas,premansu sahoo,bamkim nagar fp school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto535587493901.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,170,Yes,150,2000,No,,No,Low Water Pressure|Broken Parts/System,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto835952697764.jpg,Yes,Improved Pit Latrine,,2012,5,3,2,1,4,Yes,Yes,No Water to Flush Latrine|broken,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,Yes,
20121054,11-09-2013 11:01:26 UTC,Manikjore,22.00783623,87.62885569,s30xwb0g,East Medinipur,Snejuti Maity (Mahanty),Balyagobindapur Balika Bidyalaya.,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4663097760757.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,624,Yes,20,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto4510332807143.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2013,3,7,1,0,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,Yes
20113379,29-08-2013 07:00:24 UTC,Test,21.92789903,87.67118333,rzcqh5gn,East Medinipur,Pravat kumar singha,Ichhabari High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2320997448844.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,950,Yes,250,2009,Yes,Technical Advice|Software/Capacity Building/Training|Finance,Yes,,,,No,,No,,,No,,,Yes,Broken Parts,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2181799633898.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,2,3,3,7,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,Yes
20128049,14-09-2013 10:42:16 UTC,Manikjore,21.94374994,87.5785142,s02y56kp,East Medinipur,Ramchandra Hansda.,Purusattampur Madhamik Vidyalaya.,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto9137466020417.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,435,No,,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto9196583787751.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,1,2,1,3,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,No,No,No,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,No,No,No,No,No
39770471,31-01-2014 09:43:53 UTC,Sarboday-Sutahata,22.11793067,88.11729135,s830yx5g,East Medinipur,Smt. Kana Mondal,Sutahata Labanyaprava Balika Vidyalaya,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1007565887462.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1286,No,,2011,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1108936157237.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2010,6,6,0,0,0,Yes,Yes,Structural Problems,Yes,Yes,No,After Defecating|After Eating|Before Eating,Yes,No,No,No,Yes,No
20699372,03-09-2013 11:46:39 UTC,BESUS,22.9485442,88.80614796,ta8pck8t,North 24 Parganas,Bibhas Biswas,Singjole Amalendu Vidyapith,School,Co-education,Non-Primary,,Yes,Ph8 handpump with AMAL filter,,Has its own water point/system,221,No,,2013,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,,Yes,Pour Flush Latrine,,2013,2,3,2,4,0,Yes,No,,Yes,Yes,No,After Defecating|After Eating|After Handling Livestock,Yes,Yes,No,Yes,Yes,No
20707586,17-09-2013 09:15:50 UTC,null,22.93394093,88.81916248,t9kk3p4v,North 24 Parganas,ASHIT GHOSH,PANCHPOTA VARADANGA HIGH SCHOOL,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1415411482225.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1693,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1540732740775.jpg,Yes,Pour Flush Latrine,,2009,2,5,2,13,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20698972,27-09-2013 05:34:49 UTC,BESU,23.05282049,88.65110899,tf15wrcf,Nadia,Biswanath Paul,Hingnara Anchal Public Institution,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2521208374423.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1800,No,,2008,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,No,Amount of water not sufficient for all students,,,Yes,Filtration,Yes,4,Lack of Money|time problem,Yes,some parts are broken likage problem,10000,Yes,Broken Parts,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2386385437411.jpg,Yes,Pour Flush Latrine,,2008,2,11,2,13,0,Yes,Yes,Drainage Problem,Yes,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,No,No
20723019,06-08-2011 00:44:10 UTC,samaresh,21.67564961,88.09864605,rnrk5y6y,South 24 Parganas,Himadri Sekhar Sahoo,Purusatyam Pur Madhya para FP School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto712630340600.jpg,Yes,PHE 6 Handpump,,Shares the community water point/system,80,Yes,150,1998,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Community Water Committee,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto381263122562.jpg,Yes,Improved Pit Latrine,,2012,0,1,1,1,0,Yes,No,,No,Yes,Yes,After Defecating|Before Eating,No,,,,Yes,
20695518,17-09-2013 06:51:19 UTC,BESUS,23.07838482,88.65218639,tg7fopkp,Nadia,NABA KUMAR MONDAL,KRISHNOGOPAL VIDYAPITH,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto956701337066.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1650,No,,54,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto867236706940.jpg,Yes,Pour Flush Latrine,,2008,3,10,2,10,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Cooking|Before Eating|After Handling Livestock,Yes,Yes,Yes,Yes,No,No
20232977,13-09-2013 07:21:10 UTC,null,21.73918455,87.66775245,rqon64n9,East Medinipur,Asish Kumar Pradhan,Beltala High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1272346557724.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,291,No,,2013,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1382815033066.jpg,Yes,Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2013,1,4,1,3,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20294553,01-01-2011 02:21:00 UTC,SSSDC-HARIHAR,21.62681052,88.41530005,rlisydq1,South 24 Parganas,manoj kumar pradhan,sitarampur new f p school,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto389034820559.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,70,Yes,23,2006,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto926903869642.jpg,Yes,Improved Pit Latrine,,2007,35,35,35,33,70,No,No,,Yes,Yes,Yes,After Eating|Before Cooking|Before Eating,No,,,,No,
20697727,01-10-2013 07:32:26 UTC,BESUS,23.04521052,88.50392575,teoktuun,Nadia,BONOMALI MONDAL,Simurali upendra bidyabhaban,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1493969037497.jpg,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,1150,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,Yes,Broken Parts,Yes,,Not Applicable,,Could Not Calculate,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1376450574364.jpg,Yes,Pour Flush Latrine,,2010,2,5,4,12,0,Yes,Yes,Structural Problems,Yes,No,No,After Defecating|Before Cooking,Yes,Yes,Yes,Yes,No,No
20505796,09-01-1980 08:09:52 UTC,SSDC-SUDIPTA,21.86009299,88.37338409,rw8luded,South 24 Parganas,Tarunkanti Sasmal,Biswanathpur Adarsa Binay vidapith,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto12726135820721.jpg,Yes,Private Tap with Piped Supply,,Shares the community water point/system,863,No,,2009,Yes,Hardware|Software/Capacity Building/Training,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,Has no funds for operation and maintenance,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto13122280565594.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2009,461,461,402,402,2,Yes,No,,Yes,Yes,Yes,After Eating,Yes,Yes,Yes,Yes,Yes,No
19652510,22-08-2013 07:40:42 UTC,Ashok. Sabuj Sangha,21.89014156,88.44636078,rxmaxysv,South 24 Parganas,Minati Kayal,Kuemuri S .p .l.Cadre F P School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto163375946048.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,89,No,,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto227191436771.jpg,Yes,Improved Pit Latrine|Pour Flush Latrine|Pour  Flush Toilet with Septic Tank,,2012,1,2,1,2,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,No,,,,No,
20664353,30-09-2013 07:36:26 UTC,null,23.1128404,88.67712184,thsfcgdv,Nadia,Prabir Kr. Mondal,Majhergram High School,School,Co-education,Non-Primary,,Yes,PHE 6 Handpump with AMAL filter,,Has its own water point/system,585,No,,2010,Yes,Technical Advice|Hardware|Software/Capacity Building/Training|Finance,Yes,,,,Yes,Filtration,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,,Yes,Pour  Flush Toilet with Septic Tank,,2010,2,7,3,7,0,Yes,No,,No,Yes,No,After Defecating|After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,Don't Know
20227731,24-08-2013 06:10:29 UTC,Panchanan. Sabuj Sangha,21.97371939,88.37428169,s1gihgpq,South 24 Parganas,Samir  Kr  Roy,Raypur   N.N  Vidyamandir,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto699816589546.jpg,Yes,PHE 6 Handpump,,Has its own water point/system,1347,Yes,30,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|Government,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto1735848449950.jpg,Yes,VIP,,2010,6,6,6,6,2,Yes,No,,Yes,Yes,Yes,After Eating|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20110378,11-09-2013 12:05:01 UTC,null,21.98816285,87.64591654,s24eso8b,East Medinipur,Putul Manna.,Mathura Arjun Smriti Kanya Vidyapith,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6688937391078.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,237,No,,2013,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto6740713941372.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2013,4,4,0,0,0,Yes,No,,Yes,Yes,Yes,After Defecating|After Eating|Before Cooking|Before Eating,Yes,Yes,Yes,Yes,Yes,Yes
20108304,29-08-2013 08:38:05 UTC,SARBODAY SANGHA,21.93632601,87.8449746,rzqodlrl,East Medinipur,Rita Maity,Deulpota Bhagbat BslikaVidyalay,School,Girls,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto28973776793925.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,445,No,,2010,Yes,Technical Advice|Hardware|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto29083262145487.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2010,4,7,0,0,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Eating|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20297297,13-09-2013 08:06:53 UTC,SSDC-DEBASIS,21.76260561,88.407607,rrrdjh4c,South 24 Parganas,Kallan Maity,Shib nagar F.P.School,School,Co-education,Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto9027212202713.jpg,Yes,Tara Direct Action Pump,,Has its own water point/system,125,Yes,5,2000,No,,Yes,,,,Yes,Chlorination,No,,,No,,,Yes,Broken Parts,No,System is Broken,Not Applicable,,,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto9103850874591.jpg,Yes,Pour Flush Latrine,,1,1,1,1,1,0,Yes,Yes,No Water to Flush Latrine|Structural Problems,No,No,No,After Defecating|Before Eating,No,,,,No,
20108561,15-09-2013 10:58:32 UTC,null,21.97578877,87.61071814,s1jxq11n,East Medinipur,Swapan Kumar Dolai.,Srirampur Haraprasad Vidyalaya.,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto12575352501969.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,1437,No,,2007,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto12539072686294.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2006,2,3,2,5,0,Yes,Yes,Latrine is Full|Structural Problems,No,No,No,After Defecating|After Eating|Before Cooking|Before Eating|After Cleaning a Baby's Bottom,Yes,No,No,No,No,No
20108305,29-08-2013 09:07:23 UTC,SARBODAY SANGHA,21.94239132,87.88376349,s00prq9h,East Medinipur,Goutam Maity,Kamarda High School,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto30377717650870.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,529,No,,2007,Yes,Technical Advice|Hardware|Finance,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto30321684539297.jpg,Yes,Pour Flush Latrine,,2007,2,3,2,3,0,Yes,No,,No,Yes,Yes,After Defecating|After Eating|Before Cooking|After Handling Livestock|After Cleaning a Baby's Bottom,Yes,Yes,Yes,Yes,Yes,Yes
20110180,06-09-2013 09:08:57 UTC,null,21.95690987,87.83320598,s0opnon0,East Medinipur,Samiran Sahu,Tentulbari J.N. Vidyamandir,School,Co-education,Non-Primary,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2457376630166.jpg,Yes,Gravity Fed System with Pump,,Has its own water point/system,915,No,,2010,No,,Yes,,,,No,,No,,,No,,,No,,Yes,,Not Applicable,,Yes,,School Budget|PTA/WATSAN fund,http://waterforpeople.s3.amazonaws.com/images/wfpPhoto2666643109660.jpg,Yes,Pour  Flush Toilet with Septic Tank,,2010,2,5,2,5,0,Yes,No,,No,Yes,Yes,"After Defecating|After Eating|Before Cooking|Before Eating|when they come from school,when they go to school and after handling dirty waste.",Yes,Yes,Yes,Yes,No,Yes
